"ID","Артикул","Категория","Название товара","Картинка","Цена товара","Остаток на складе","Остаток на складе Ростов-на-Дону","Ссылка на товар","Описание","Модель товара/model/Артикул","Название производителя/Бренд","Страна производства","Вес товара","Габариты товара","Группа товара/group_id","Емкость бачка","Частота сети, Гц","Потребляемый ток, А","Потребляемая мощность ММА, А","Потребляемая мощность TIG, А","ПВ (40 градусов Цельсия), %","Напряжение холостого хода, В","Сварочный ток MMA, А","Сварочный ток MIG, А","Сварочный ток TIG AC, А","Сварочный ток TIG DC, А","Минимальный диаметр сварочной проволоки MIG, мм","Максимальный диаметр сварочной проволоки MIG, мм","Шум","Максимальный диаметр электрода MMA, мм","Максимальная масса катушки, кг","Скорость подачи проволоки, м/мин","Количество роликов, шт","КПД, %","Степень защиты","Доп. изображения","Расход воздуха","Давление подачи воздуха","Напряжение сети, В","Ширина линий","Страна изготовитель","Максимальный расход краски","Напряжение","Производительность, л/м","Сопло","Видео","Длина электрического кабеля","Количество пистолетов","Максимальная длина шланга","Максимальная скорость","Максимальное давление","Максимальное количество двоичных ходов в минуту","Максимальное сопло","Мотор","Распыление краски","Мощность","Назначение","Резьба на входе воздуха","Насосы подающие","Номинальная мощность","Объем подачи за двоичный ход","Передаточное соотношение","Подача воздуха от компрессора","Привод насоса","Применение","Размер","Расположение бачка","Насос","Вес в упаковке, кг","Давление","Вид насоса","Стеклошарики","Тип двигателя","Плавный пуск","Пропускная способность","Регулировка оборотов","Диаметр диска","Подключение к пылесосу","Min число оборотов","Амплитуда колебания","Тормоз подошвы","Число оборотов"
"18723","SCH-W519-Y","Сопла","*SCH-W519-Y реверсивное безвоздушное сопло, цвет: желтый","","880","693","17","https://specokraska.ru/catalog/komplektuyushchie/sopla/sch-w519-y-reversivnoe-bezvozdushnoe-soplo-tsvet-zheltyy/","*SCH-W519-Y реверсивное безвоздушное сопло, цвет: желтый","SCH-W519-Y","SCHTAER,SCHTAER","КИТАЙ","","","167","","","","","","","","","","","","","","","","","","","","","https://specokraska.ru/upload/iblock/827/yrh9de3ov0rdll18gtjeq10sp74oi3pa/SCH-W front.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18735","SCH-W433-Y","Сопла","*SCH-W433-Y реверсивное безвоздушное сопло, цвет: желтый","","880","262","6","https://specokraska.ru/catalog/komplektuyushchie/sopla/sch-w433-y-reversivnoe-bezvozdushnoe-soplo-tsvet-zheltyy/","*SCH-W433-Y реверсивное безвоздушное сопло, цвет: желтый","SCH-W433-Y","SCHTAER,SCHTAER","КИТАЙ","","","167","","","","","","","","","","","","","","","","","","","","","https://specokraska.ru/upload/iblock/5e3/2m2793xkd5nwarbu2phrv0ipiw1sz55p/SCH-W front.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18748","SCH-W323-Y ","Сопла","*SCH-W323-Y реверсивное безвоздушное сопло, цвет: желтый","https://specokraska.ru/upload/iblock/7b7/sudpaznvexrd35og00mjqmhd9rf0tojf/f9552a43-6804-11ee-ae3d-b03af61ad78a_0bcc1814-f444-11ef-ae4b-b03af61ad78a.resize1.jpg","880","227","19","https://specokraska.ru/catalog/komplektuyushchie/sopla/sch-w323-y-reversivnoe-bezvozdushnoe-soplo-tsvet-zheltyy/","*SCH-W323-Y реверсивное безвоздушное сопло, цвет: желтый","SCH-W323-Y ","SCHTAER,SCHTAER","КИТАЙ","","","167","","","","","","","","","","","","","","","","","","","","","https://specokraska.ru/upload/iblock/2fe/tusqgle37w97xzf88if7zotrhlh30mvs/f9552a43-6804-11ee-ae3d-b03af61ad78a_0bcc17e0-f444-11ef-ae4b-b03af61ad78a.resize1.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18755","SCH-W435-Y","Сопла","*SCH-W435-Y реверсивное безвоздушное сопло, цвет: желтый","","880","320","11","https://specokraska.ru/catalog/komplektuyushchie/sopla/sch-w435-y-reversivnoe-bezvozdushnoe-soplo-tsvet-zheltyy/","*SCH-W435-Y реверсивное безвоздушное сопло, цвет: желтый","SCH-W435-Y","SCHTAER,SCHTAER","КИТАЙ","","","167","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22132","SCH-XHD321-G","Сопла","*SCH-XHD321-G реверсивное безвоздушное сопло, цвет: серый","","1500","154","10","https://specokraska.ru/catalog/komplektuyushchie/sopla/sch-xhd321-g-reversivnoe-bezvozdushnoe-soplo-tsvet-seryy/","*SCH-XHD321-G реверсивное безвоздушное сопло, цвет: серый","SCH-XHD321-G","","","","","167","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22133","SCH-XHD323-G","Сопла","*SCH-XHD323-G реверсивное безвоздушное сопло, цвет: серый","","1500","171","13","https://specokraska.ru/catalog/komplektuyushchie/sopla/sch-xhd323-g-reversivnoe-bezvozdushnoe-soplo-tsvet-seryy/","*SCH-XHD323-G реверсивное безвоздушное сопло, цвет: серый","SCH-XHD323-G","","","","","167","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22134","SCH-XHD517-G","Сопла","*SCH-XHD517-G реверсивное безвоздушное сопло, цвет: серый","","1500","263","15","https://specokraska.ru/catalog/komplektuyushchie/sopla/sch-xhd517-g-reversivnoe-bezvozdushnoe-soplo-tsvet-seryy/","*SCH-XHD517-G реверсивное безвоздушное сопло, цвет: серый","SCH-XHD517-G","","","","","167","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2944","0097044","Фильтры","Фильтр Schtaer 60М белый для аппарата Mars 20, YKJ 120 0097044","https://specokraska.ru/upload/iblock/7bf/nsfkubu256wxao086wv3jjqq1llx9f6s/e518ebc0-d4e4-11ec-ae30-b03af61ad78a_835c99b0-ca66-11ee-ae41-b03af61ad78a.resize1.jpg","165","500","33","https://specokraska.ru/catalog/komplektuyushchie/filtry/filtr-60mesh-dlya-kraskoraspylitelya/","Фильтр 60 меш для аппарата Mars 20 и YKJ 120 предназначен для финишной очистки краски. Он играет важную роль в поддержании качества нанесения краски на поверхность, предотвращая попадание пыли, крупных частиц и других загрязнений, которые могут испортить конечный результат.

Вы можете подобрать фильтр для окрасочного аппарата, исходя из типа наносимого материала и его вязкости. Так, фильтры с крупной сеткой (модификация 30) используются для нанесения высоковязких материалов (краски по металлу, водные и водоэмульсионные краски, латексные краски, антикоррозионные краски, грунтовки по металлу, масленые краски, огнезащитные материалы, теплоизоляционные краски, эмали). Фильтры со средней сеткой (60 и 100) используются для нанесения материалов средней вязкости: краски по металлу, водные краски, водоэмульсионные краски, латексные краски, масленые краски и другие. 


Преимущества:

•    обеспечивает качественное и равномерное покрытие;
•    защищает оборудование от попадание посторонних частиц;
•    помогает поддерживать чистоту рабочего помещения.
","0097044","SCHTAER,SCHTAER","КИТАЙ","0,1","10","170","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0,12","","","","","","","","","","","","",""
"2983","SCH-250-1/4-15-Y","Шланги","Шланг высокого давления Schtaer SCH-250-1/4-15-Y","https://specokraska.ru/upload/iblock/42b/60d1g0xf5vdaa4gm3wox3gusbyjkbtwm/94e6391f-a07a-11ed-ae38-b03af61ad78a_deee5e7b-ca66-11ee-ae41-b03af61ad78a.resize1.jpg","2500","681","13","https://specokraska.ru/catalog/komplektuyushchie/shlangi/17200040-15-shlang-vysokogo-davleniya-neantistaticheskiy-1-4-npsm-zheltyy/","SCH-250-1/4-15-Y - шланг высокого давления для подачи краски от окрасочного аппарата на безвоздушный краскопульт. Шланг сделан с полиамидным сердечником, на концах шланга присоединительные ниппели для прикручивания шланга к краскопульту или к окрасочному аппарату. Для предотвращения перетирания шлангов в местах стыка с концевыми соединительными ниппелями на шлангах стоят пружины.

Присоединительная резьба на шланге 1/4"", что позволяет прикручивать шланг к любому китайскому или американскому электрическому окрасочному аппарату. 

В случае если у вас европейский окрасочный аппарат, у него может быть присоединительная резьба Мх16х1,5, в таком случае вам понадобится приобрести дополнительный переходник для подключения.

Длина у шланга 15 метров, при необходимости шлангов большей длины, шланги можно скручивать между собой. 

Шланг работает на давлениях до 250 бар, больше данного давления на шланг подавать не рекомендуется.

Проходной диаметр шланга составляет 6 мм, что позволяет использовать данный шланг для подачи краски средней вязкости, либо лакокрасочных материалов, распыляемых через сопло с сечением до 0,021""


Преимущества:

•	выдерживает долгую непрерывную работу;
•	шланги стоики к воздействию как стандартных растворителей, так и воды;
•	обеспечивают стабильное давление и поток краски, что позволяет получить качественное покрытие;
•	позволяют свободно перемещаться во время работы, достигая труднодоступных мест.
","SCH-250-1/4-15-Y","SCHTAER,SCHTAER","Китай,КИТАЙ","","","172","","","","","","","","","","","","","","","","","","","","","https://specokraska.ru/upload/iblock/16f/53k87c1azfipxsnzp791wyppr1wk22fa/94e6391f-a07a-11ed-ae38-b03af61ad78a_b0c673e9-e18d-11ee-ae42-b03af61ad78a.resize1.jpg","","","","","Китай","","","","","","","","","","227 бар","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4455","637CSN-1","Соплодержатели","*637CSN-1 Вертлюг на соединение 1/4"" x1/4"" 224457","https://specokraska.ru/upload/iblock/abb/nd8kc9k0xp4l6gsloqodgxjtgozeugp2/9a6df782-a709-11e9-9458-d4ae52a67367_58fcbb7e-ca68-11ee-ae41-b03af61ad78a.resize1.jpg","1100","486","12","https://specokraska.ru/catalog/komplektuyushchie/soploderzhateli/vertlyug-dlya-vrashcheniya-bezvozdushnogo-kraskopulta-1-4-kh1-4/","*637CSN-1 Вертлюг на соединение 1/4"" x1/4"" 224457","637CSN-1","SCHTAER,SCHTAER","Китай","","","168","","","","","","","","","","","","","","","","","","","","","","","","","","Китай","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4459","07051002","Соплодержатели","*07051002 соединитель шланга 1/4''x1/4'' npsm (аналог 300203)","https://specokraska.ru/upload/iblock/200/bnsak3extcuba914ca745vysw3ks9rq8/a1a8e6e1-0bf7-11e4-940e-d4ae52a67367_839b3150-ca69-11ee-ae41-b03af61ad78a.resize1.jpg","300","1907","12","https://specokraska.ru/catalog/komplektuyushchie/soploderzhateli/soedinitel-dlya-shlangov-1-4-x1-4/","*07051002 соединитель шланга 1/4''x1/4'' npsm (аналог 300203)","07051002","SCHTAER,SCHTAER","Китай","","","168","","","","","","","","","","","","","","","","","","","","","","","","","","Китай","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7134","YKJ520.2","Для жидких красок","Окрасочный аппарат YOKIJI YKJ 520.2 ","https://specokraska.ru/upload/iblock/201/w2aysvydsk08cbys3zc0gy6c4dtrqy1m/4243b33b-f0a6-11ed-ae39-b03af61ad78a_6581f6b1-51bb-11f0-ae53-b03af61ad78a.resize1.jpg","59900","96","5","https://specokraska.ru/catalog/bezvozdushnye-okrasochnye-apparaty_2/stroitelnoe-okrasochnoe-oborudovanie-/elektricheskie-okrasochnye-apparaty_2/porshnevye-elektricheskie-okrasochnye-apparaty_2/dlya-zhidkikh-krasok_1/yokiji-ykj-520-2-okrasochnyy-apparat-bezvozdushnyy/","YOKIJI YKJ 520.2 – компактный легкий поршневой окрасочный аппарат с фильтром материала, электронной регулировкой давления и бесщеточным мотором. Ориентирован на выполнение интерьерных отделочных работ: нанесения грунтов, красок, эмалей на стены, потолки; также может применяться при окраске фасадов зданий, металлических и деревянных конструкций. Аппарат работает по принципу безвоздушного распыления под высоким давлением: материал подается от окрасочного агрегата через краскопульт, оснащенный соплом в соответствии с распыляемым материалом.

Преимущества окрасочного аппарата YKJ 520.2:

•	высокая скорость нанесения краски при небольшом опыле;
•	высокое качество покраски - стабильное давление, обеспечиваемое электронным регулятором, обеспечивает интерьерную окраску высокого качества;
•	возможность наращивания шланга до 45 метров;
•	компактность и малый вес - не требует дополнительного транспорта для перевозки;
•	дополнительный фильтр для краски на корпусе аппарата предохраняет сопло от частого засорения при распылении ""грязного"" материала;
•	возможность работы при температуре окружающей среды от +10 С;
•	может применяться для распыления двухкомпонентных красок со сроком жизни от 1 часа.


Комплект поставки оборудования для покрасочных работ:

•	окрасочный аппарат с электрическим двигателем на ножках;
•	шланг высокого давления 15 метров;
•	краскопульт безвоздушного распыления;
•	сопло реверсивное безвоздушное;
•	масло для смазки штока поршня 125 мл.;
•	инструкция на русском языке.


Гарантия

Все окрасочное оборудование YOKIJI проверяется вручную на заводе-изготовителе. На все окрасочное оборудование предоставляется гарантия на отсутствие заводского брака — 12 месяцев. Обеспечивается гарантийный и послегарантийный ремонт, а также поставка запасных частей и комплектующих.
","YKJ520.2","YOKIJI,YOKIJI,Yokiji","Китай,Китай","16","49х42х53","1123","","","","","","","","","","","","","","","","","","","","","https://specokraska.ru/upload/iblock/121/8snylypocnlvl7ijuobmvyph3dwyp10c/4243b33b-f0a6-11ed-ae39-b03af61ad78a_7751c1ad-51bb-11f0-ae53-b03af61ad78a.resize1.jpg","","","220","","Китай,Китай","2,5","220,220V","2,5","","","","","","","227","","0,023","Электрический","","2.2","Под краску","","","","","","","поршневой","Профессиональное","","","Поршневой,Поршневой","21","","","","","","","","","","","","",""
"7141","YKJ720.2","Для жидких красок","Окрасочный аппарат YOKIJI YKJ 720.2 ","https://specokraska.ru/upload/iblock/c54/5fkfuah0pgw2uim4az3vo4hjmeh80g40/74a1d84e-f0a6-11ed-ae39-b03af61ad78a_94da51aa-9163-11ef-ae47-b03af61ad78a.resize1.jpg","83900","110","3","https://specokraska.ru/catalog/bezvozdushnye-okrasochnye-apparaty_2/stroitelnoe-okrasochnoe-oborudovanie-/elektricheskie-okrasochnye-apparaty_2/porshnevye-elektricheskie-okrasochnye-apparaty_2/dlya-zhidkikh-krasok_1/ykj720-2-okrasochnyy-apparat-yokiji-4-l-220v-50-hz/","YOKIJI YKJ 720.2 – компактный легкий поршневой окрасочный аппарат с фильтром материала, электронной регулировкой давления и бесщеточным мотором. Ориентирован на выполнение интерьерных отделочных работ: нанесения грунтов, красок, эмалей на стены, потолки; также может применяться при окраске фасадов зданий, металлических и деревянных конструкций. Аппарат работает по принципу безвоздушного распыления под высоким давлением: материал подается от окрасочного агрегата через краскопульт, оснащенный соплом в соответствии с распыляемым материалом.


Преимущества окрасочного аппарата YKJ720.2:

•	высокая скорость нанесения краски при небольшом опыле.
•	высокое качество покраски - стабильное давление, обеспечиваемое электронным регулятором, обеспечивает интерьерную окраску высокого качества.
•	возможность наращивания шланга до 45 метров.
•	компактность и малый вес - не требует дополнительного транспорта для перевозки.
•	дополнительный фильтр для краски на корпусе аппарата предохраняет сопло от частого засорения при распылении ""грязного"" материала.
•	возможность работы при температуре окружающей среды от +10 С.
•	может применяться для распыления двухкомпонентных красок со сроком жизни от 1 часа.


Комплект поставки оборудования для покрасочных работ:

•	окрасочный аппарат с электрическим двигателем на ножках;
•	шланг высокого давления 15 метров;
•	краскопульт безвоздушного распыления;
•	сопло реверсивное безвоздушное;
•	масло для смазки штока поршня 125 мл.;
•	инструкция на русском языке.


Гарантия:

Все окрасочное оборудование YOKIJI проверяется вручную на заводе-изготовителе. На все окрасочное оборудование предоставляется гарантия на отсутствие заводского брака — 12 месяцев. Обеспечивается гарантийный и послегарантийный ремонт, а также поставка запасных частей и комплектующих.
","YKJ720.2","YOKIJI,YOKIJI,Yokiji","Китай,Китай","20","49х43х62","1123","","","","","","","","","","","","","","","","","","","","","https://specokraska.ru/upload/iblock/189/0tbgepoicjtbd9sfnblvgnfdjs6x79l0/74a1d84e-f0a6-11ed-ae39-b03af61ad78a_94da51de-9163-11ef-ae47-b03af61ad78a.resize1.jpg","","","220","","Китай,Китай","4","220,220V","4","","","","","","","227","","0,035","Электрический","","2.8","Под краску","","","","","","","поршневой","Профессиональное","","","Поршневой,Поршневой","26","","","","","","","","","","","","",""
